UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Power [W],Temp_diff [K],Wear_torque,wear_ratio
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,2,5825.769416816912,7.7000000000000455,3550.2000000000003,0.4409090909090909
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,1,5691.1207556840545,7.7000000000000455,3180.0,0.5
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,1,6958.795279309585,7.600000000000023,4753.2,0.51
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,1,6539.46596388393,7.7000000000000455,4544.8,0.52
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,1,8795.454120402272,7.800000000000011,6614.4,0.53
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,1,6547.288529591368,7.699999999999989,4644.0,0.54
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,2,7314.098936455077,7.800000000000011,5445.0,0.5
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,1,4854.807847347427,7.900000000000034,2757.2,0.565
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,1,5606.67474515556,7.900000000000034,4163.0,0.575
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,1,7142.201458426155,7.899999999999977,5639.400000000001,0.585
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,1,6285.384422037099,7.800000000000011,4641.0,0.595
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,1,5029.899277907499,7.900000000000034,3823.6000000000004,0.605
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,1,7098.323881031018,7.900000000000034,5633.4,0.615
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,1,5181.55442727179,8.0,3712.5,0.625
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,1,7257.665460421093,8.0,6045.2,0.635
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,1,4667.726004826155,8.0,3083.1,0.645
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,2,4338.413790901361,8.0,2829.6000000000004,0.5954545454545455
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,1,7541.832987913801,7.899999999999977,6485.599999999999,0.67
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,2,6204.394163427554,8.0,5276.799999999999,0.6181818181818182
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,2,6465.251073430627,8.0,5865.8,0.6318181818181818
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,1,6132.231780174597,8.0,5467.0,0.71
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,2,6565.970533904716,8.100000000000023,6580.8,0.6545454545454545
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,1,6233.600503130427,8.0,5806.5,0.735
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,2,5696.733734558467,8.0,5110.7,0.6772727272727272
4531,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0,1,6540.167586243231,7.899999999999977,6384.0,0.76
4532,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,1,6557.969944613575,8.0,6344.8,0.77
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,0,6239.3915055885445,7.899999999999977,6536.4,0.65
4534,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,2,7559.45732270044,7.900000000000034,8452.5,0.7318181818181818
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,1,4788.206083091323,7.800000000000011,4592.0,0.82
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,1,5697.655268403521,7.800000000000011,6009.200000000001,0.83
4537,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,1,6380.585151416381,7.800000000000011,7576.8,0.84
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,1,5722.348186660735,7.899999999999977,6000.999999999999,0.85
4539,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,1,4692.062875915964,7.900000000000034,4007.6,0.86
4540,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,1,5434.871514906247,7.800000000000011,5672.400000000001,0.87
4541,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,2,5890.276785970623,7.899999999999977,6265.6,0.8
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,1,6993.562238009309,7.899999999999977,8377.199999999999,0.895
4543,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,2,5413.875204004755,7.899999999999977,5918.700000000001,0.8227272727272728
4544,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,2,6442.966709541162,7.899999999999977,7341.599999999999,0.8363636363636363
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,1,7783.808926068799,7.899999999999977,10303.7,0.935
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,1,6587.815074822676,8.0,8127.0,0.945
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,2,6464.643698850933,7.899999999999977,8251.2,0.8681818181818182
4548,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,2,8144.432346774372,7.899999999999977,10398.4,0.8818181818181818
4549,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,1,5886.2136594719805,7.899999999999977,7328.400000000001,0.985
4550,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,1,6082.908775513237,8.0,7462.5,0.995
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,2,6344.069372806157,8.0,8080.200000000001,0.9136363636363637
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,2,5378.280959239582,7.899999999999977,6874.8,0.9272727272727272
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,2,4469.0202694866,7.800000000000011,4698.9,0.9409090909090909
4554,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,1,6945.99852523396,7.899999999999977,0.0,0.0
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,1,5162.01372096646,7.899999999999977,56.4,0.01
4556,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,1,4725.2695102644075,7.900000000000034,106.8,0.02
4557,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,2,7232.867822408757,7.900000000000034,307.20000000000005,0.02727272727272727
4558,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,1,4643.46243756493,7.900000000000034,236.70000000000002,0.045
4559,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,1,6809.663876043675,8.0,522.5,0.055
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,1,6557.770977078847,8.0,568.1,0.065
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,1,7007.24911000345,8.0,628.5,0.075
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,1,5428.881544913403,7.900000000000034,547.4000000000001,0.085
4563,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,1,8447.177158825309,8.0,1096.3,0.095
4564,L51743,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,1,4140.619117431347,8.0,420.0,0.105
4565,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,1,6270.828376075467,8.0,908.5,0.115
4566,H33979,H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,0,7343.472827766141,8.100000000000023,1375.0,0.10416666666666667
4567,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,1,7414.263382227031,8.0,1515.0,0.15
4568,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,2,6792.091901134598,8.0,1430.4,0.14545454545454545
4569,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,2,5878.495813519661,8.100000000000023,1263.5,0.1590909090909091
4570,L51749,L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,1,5996.253178151718,8.099999999999966,1330.0,0.19
4571,L51750,L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,1,7171.879037027068,8.099999999999966,2088.0,0.2
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,1,5330.067983982491,8.099999999999966,1251.6000000000001,0.21
4573,M19432,M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,2,5947.453772265957,8.100000000000023,1606.0,0.2
4574,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,0,6541.424223304667,8.199999999999989,2044.5,0.19583333333333333
4575,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,2,5975.455834784954,8.100000000000023,2116.4,0.23636363636363636
4576,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,2,7509.0661765368595,8.100000000000023,2744.5,0.25
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,2,4396.847414258131,8.200000000000045,1264.4,0.2636363636363636
4578,L51757,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,1,4467.344753404685,8.199999999999989,1445.7,0.305
4579,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0,1,5602.150851734392,8.199999999999989,2053.8,0.315
4580,L51759,L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0,1,6935.254278358684,8.199999999999989,3133.0,0.325
4581,L51760,L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0,1,5788.698623504552,8.199999999999989,2479.0,0.335
4582,L51761,L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0,1,5515.893189442327,8.199999999999989,2270.1,0.345
4583,L51762,L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,1,6314.035747037838,8.300000000000011,2619.9,0.355
4584,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,2,5791.620304672392,8.300000000000011,2752.1000000000004,0.33181818181818185
4585,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,1,5242.794540065765,8.300000000000011,2454.7999999999997,0.38
4586,L51765,L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,1,5270.398667515309,8.300000000000011,2511.6000000000004,0.39
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,1,7055.860020329997,8.199999999999989,3864.0,0.4
4588,M19447,M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0,2,5270.94321024193,8.199999999999989,2738.7999999999997,0.37272727272727274
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,1,6305.595334775194,8.199999999999989,3272.5,0.425
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,1,5406.680956828033,8.300000000000011,2610.0,0.435
4591,L51770,L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,1,5504.237880697508,8.300000000000011,3212.9,0.445
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,0,3918.152469655142,8.300000000000011,1619.8,0.37916666666666665
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,1,5520.249531255306,8.200000000000045,3254.3999999999996,0.48
4594,L51773,L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,1,6182.350654974866,8.199999999999989,4106.2,0.49
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,2,6013.196834530079,8.199999999999989,4140.0,0.45454545454545453
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,2,6711.907984639473,8.199999999999989,4521.7,0.4681818181818182
4597,L51776,L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,1,6784.122727769991,8.199999999999989,5045.6,0.53
4598,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,2,6709.394710516602,8.100000000000023,4644.0,0.4909090909090909
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,1,7207.944520690277,8.099999999999966,5461.200000000001,0.555
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,1,8297.574516661361,8.0,6305.4,0.565
4601,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,1,6290.285306576699,8.0,5083.0,0.575
4602,M19461,M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,2,7801.579868512605,8.100000000000023,6353.099999999999,0.5318181818181819
4603,M19462,M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,2,6152.8406279821465,8.0,5004.0,0.5454545454545454
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,0,8864.69482248739,8.100000000000023,7170.9,0.5125
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,1,4688.512876217407,8.100000000000023,3148.8,0.64
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,0,7491.682697186997,8.100000000000023,6331.0,0.5416666666666666
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,1,7381.3604351684335,8.200000000000045,6115.5,0.675
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,1,4188.371325765912,8.100000000000023,2767.4,0.685
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,2,6044.633705017001,8.199999999999989,5282.0,0.6318181818181818
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,1,6708.766391985884,8.199999999999989,6248.0,0.71
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,1,6612.864040247298,8.099999999999966,6523.2,0.72
4612,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,1,8033.36657449446,8.300000000000011,8205.2,0.73
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,1,3790.959855086803,8.300000000000011,2442.0,0.74
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,1,8168.852993668276,8.199999999999989,8340.0,0.75
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,0,5823.570301959399,8.199999999999989,5624.0,0.6333333333333333
4616,L51795,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,1,5501.441863235814,8.300000000000011,4600.1,0.785
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,1,4692.544586789514,8.299999999999955,3895.5,0.795
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,2,4467.585608841461,8.299999999999955,3751.3,0.7318181818181818
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,2,7493.326797342374,8.300000000000011,8790.4,0.7454545454545455
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,0,4241.485185562603,8.199999999999989,3289.9,0.6958333333333333
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,1,7359.0341833769235,8.199999999999989,9047.2,0.86
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,1,7161.888772388652,8.199999999999989,8874.0,0.87
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,2,5960.6275174600105,8.100000000000023,6564.799999999999,0.8
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,1,6499.693400889484,8.100000000000023,7285.3,0.895
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,2,5951.684450372791,8.100000000000023,7203.799999999999,0.8227272727272728
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,1,7231.18183435133,8.199999999999989,8408.800000000001,0.92
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,1,5192.759441069593,8.199999999999989,5542.8,0.93
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,2,6485.168770854386,8.199999999999989,7313.2,0.8545454545454545
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,2,6137.614375587747,8.100000000000023,7009.700000000001,0.8681818181818182
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,1,4742.077030961113,8.199999999999989,5063.400000000001,0.97
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,1,4364.070130905678,8.300000000000011,4664.8,0.98
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,1,6459.30299133983,8.199999999999989,8830.800000000001,0.99
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,2,7479.189630401221,8.300000000000011,10740.0,0.9090909090909091
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,1,7308.496429556176,8.199999999999989,10251.5,1.015
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,1,5587.008375144088,8.199999999999989,6232.0,1.025
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,2,6033.9313460437725,8.199999999999989,7389.900000000001,0.9409090909090909
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,1,6601.3239232331125,8.300000000000011,9030.0,1.05
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,2,4777.409476338487,8.199999999999989,5236.4,0.9636363636363636
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,1,5371.620782813971,8.199999999999989,7481.999999999999,1.075
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,1,5517.956168618184,8.199999999999989,6900.6,1.085
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,1,6025.941228728142,8.099999999999966,8781.9,1.095
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,0,6680.471114152551,8.199999999999989,9436.7,0.9208333333333333
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,1,7078.5109033623785,8.199999999999989,12339.6,1.13
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,1,7514.773403190881,8.199999999999989,12357.6,1.14
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,1,6532.083221147995,8.199999999999989,9476.0,1.15
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,1,4643.190166201619,8.099999999999966,5939.200000000001,1.16
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,1,7211.211777050011,8.099999999999966,10764.0,1.17
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,1,4408.387531272317,8.099999999999966,0.0,0.0
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,1,5547.529027463976,8.099999999999966,65.0,0.01
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,2,8633.567850962789,8.099999999999966,236.4,0.01818181818181818
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,1,5295.5732966460755,8.099999999999966,213.5,0.035
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,1,7218.741127443116,8.199999999999989,459.90000000000003,0.045
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,1,8043.608166545163,8.099999999999966,581.9,0.055
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,2,5925.776782956188,8.0,461.5,0.05909090909090909
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,2,7526.837118980666,7.899999999999977,761.6,0.07272727272727272
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,1,4387.799627415792,8.0,429.40000000000003,0.095
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,1,5499.860594933507,8.099999999999966,678.3,0.105
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,1,6001.028398985175,8.099999999999966,809.6,0.115
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,1,6118.691515837624,8.099999999999966,869.9999999999999,0.125
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,2,6938.783334106217,8.099999999999966,1201.5,0.12272727272727273
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,1,6615.366842394659,8.0,1317.0,0.15
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,1,6799.9772986951075,8.0,1539.2,0.16
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,0,5334.623293330196,7.899999999999977,1077.8,0.14166666666666666
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,1,7840.064378519079,8.0,2102.1,0.195
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,2,7559.991393451551,8.0,1890.1000000000001,0.18636363636363637
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,2,7390.910876835347,8.0,2376.0,0.2
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,2,6013.57382564851,8.199999999999989,1720.2,0.21363636363636362
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,0,5290.504860498284,8.099999999999966,1530.0,0.20833333333333334
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,0,4943.484535982755,8.099999999999966,1534.5,0.22916666666666666
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,2,6800.804584760552,8.199999999999989,2838.0,0.2727272727272727
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,1,5985.257603864155,8.199999999999989,2236.5,0.315
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,1,6867.249269383976,8.099999999999966,2821.0,0.325
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,1,8221.254759130154,8.199999999999989,3725.2000000000003,0.335
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,1,5690.073558132858,8.100000000000023,2497.8,0.345
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,1,6633.70327151611,8.100000000000023,3180.7999999999997,0.355
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,0,5714.714116512513,8.0,2445.5,0.30416666666666664
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,1,4191.1673432276075,8.100000000000023,1661.4,0.39
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,0,7215.400567254797,8.100000000000023,3760.0,0.3333333333333333
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,0,6198.110978120374,8.099999999999966,3408.5,0.3541666666666667
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0,1,5449.249537284176,8.199999999999989,2763.0,0.45
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0,1,6214.258764359825,8.099999999999966,3661.6,0.46
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0,2,6028.43355889999,8.199999999999989,3261.8,0.42727272727272725
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,1,5201.838643838467,8.199999999999989,3074.9,0.485
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0,1,5981.0059818062955,8.199999999999989,3257.1,0.495
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0,2,6666.543386721636,8.199999999999989,4524.799999999999,0.4590909090909091
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,2,5247.674480654342,8.199999999999989,3203.2000000000003,0.4727272727272727
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0,2,5594.171206394272,8.100000000000023,3659.4,0.4863636363636364
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,1,3886.2548322456937,8.100000000000023,1870.0,0.55
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,1,6291.9503506831015,8.100000000000023,4267.2,0.56
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0,2,5946.40657471476,8.100000000000023,4149.599999999999,0.5181818181818182
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,2,6677.874064225584,8.100000000000023,5031.0,0.5318181818181819
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,1,5352.802642818968,8.0,3995.9999999999995,0.6
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,2,4978.125830976339,8.0,3611.2000000000003,0.5545454545454546
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,2,4699.812137794818,8.100000000000023,3087.5,0.5681818181818182
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,1,7575.343309552091,8.100000000000023,6502.4,0.64
4696,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,1,5501.536111015422,8.300000000000011,4511.0,0.65
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,1,6327.513179521739,8.200000000000045,5504.400000000001,0.66
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0,2,5600.621943309644,8.100000000000023,4556.0,0.6090909090909091
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,1,6862.453104599496,8.200000000000045,5740.3,0.685
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0,1,6908.739236362386,8.100000000000023,6421.8,0.695
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,1,5259.026102109314,8.199999999999989,4371.0,0.705
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,0,5424.148211981994,8.199999999999989,4676.1,0.5958333333333333
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,1,8548.231722515779,8.199999999999989,9886.4,0.74
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,2,6373.244296582493,8.199999999999989,6375.0,0.6818181818181818
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,1,5443.469006801571,8.199999999999989,5094.9,0.765
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,1,5611.387134135945,8.199999999999989,5146.0,0.775
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,1,4574.755806230922,8.199999999999989,3501.1,0.785
4708,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,1,4784.017292886537,8.300000000000011,3736.5,0.795
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,1,4844.2730399823895,8.300000000000011,4153.8,0.805
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0,2,7571.238295151401,8.200000000000045,8150.0,0.740909090909091
4711,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0,1,5641.316040149144,8.300000000000011,5345.200000000001,0.83
4712,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0,2,7012.348962077777,8.300000000000011,7425.6,0.7636363636363637
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,1,5879.762922556609,8.400000000000034,6138.9,0.855
4714,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,1,6868.06608347391,8.300000000000011,7819.6,0.865
